smiles,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104,z_105,z_106,z_107,z_108,z_109,z_110,z_111,z_112,z_113,z_114,z_115,z_116,z_117,z_118,z_119,z_120,z_121,z_122,z_123,z_124,z_125,z_126,z_127
COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,0.002392169,-0.0042491816,0.0033369362,0.00574669,-0.0020037736,-0.0020269847,-0.0030608266,-0.0027788049,-0.0023557185,-0.002470369,-0.0043331357,-0.001174086,-0.006130649,0.006474047,0.0012115957,-0.011365578,-0.0046884995,-0.0041429373,-0.004969217,0.0027241688,-0.01270595,-0.001363796,0.00379147,-0.0070202667,-0.0014563568,0.004453484,-0.0016375622,-0.0018528329,0.002117515,-0.00090117287,0.006836395,0.002404137,0.0052932464,-0.002713273,-0.0003156569,0.0026366245,-0.006303722,-0.009828113,0.0030574487,-0.0019334387,-0.007567399,0.0037385402,0.0009008988,0.0010496723,-0.0005814489,-0.0032415306,0.0022215666,-0.0005801469,0.00889508,-0.0024220138,-0.0033249916,2.0254403e-05,0.008483393,0.0012475322,0.004022667,-0.0005614939,0.0003614584,-0.0005561947,-0.011149846,0.0034146053,0.0014130026,0.0011745756,0.0035274501,0.0025877312,0.008339066,-0.0021774303,0.0019402511,0.003722229,0.0035499316,-0.0005611656,0.006133812,-0.0064774062,0.0018828437,-0.0035604886,-0.0004409002,0.00014255382,0.0027653156,0.009225894,-0.003903917,0.0034805434,0.0056583835,0.0003841631,0.008105316,0.0023000487,0.0010797661,0.0049668225,0.0007354701,0.00488914,0.0030211355,-0.0043784035,-0.002328395,0.0006091362,-0.0020043477,0.0021176874,0.0027155774,0.005719211,-7.659942e-05,0.0015991447,0.000652388,0.0012856945,0.0034662504,0.0033126534,-0.0038063899,-0.004800369,0.0030934303,0.007016667,0.0040706126,0.0004231988,-0.0022765938,-0.0067113023,-0.001963513,0.007150272,-0.01010103,-0.0011809263,0.00032649562,0.0024456019,0.004120055,0.00030424912,0.00063364883,0.003645422,-0.008367961,0.0017365757,-0.0009055394,-0.0051521417,-0.0034168377,-0.0015912768,0.00828133,0.0034457995
O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,0.0030454863,-0.002493482,-0.0002160091,0.013128823,-0.0058838814,-0.0027128165,-0.0017842036,-0.005407926,-0.0033624214,-0.0026597995,-0.008389892,-0.0052098334,-0.012818709,0.0141496835,0.0031885277,-0.021642053,-0.0064969435,-0.017461075,-0.0071077496,0.0020368788,-0.027580742,-0.0026855452,0.005772222,-0.007270923,-0.001540723,0.0038986634,0.00056331046,-0.0024262108,-0.00027038064,-0.0010153446,0.013119654,0.0062981094,0.012078513,-0.002918048,-0.0065399148,0.006386256,-0.020446178,-0.017055247,0.0009348886,-0.0002500778,-0.011791639,0.010239936,0.0028607282,0.0057405415,-0.006074559,-0.007449397,0.0035560783,-0.0029120669,0.017538896,-0.005234302,-0.008077949,0.0014353897,0.019864207,-0.0037660664,0.011341348,-0.00027007656,0.0019366862,-0.001457263,-0.018654158,0.006037887,0.0046499204,-0.0016676206,0.006020408,0.0059701726,0.015751293,-0.004163523,0.0090873195,0.0066316323,0.007134583,-0.0073598977,0.011580557,-0.01138919,0.0042592566,-0.0088199,-0.006654301,0.0060254047,0.0010651834,0.017365882,-0.0030126432,0.010322759,0.010583551,0.0024377704,0.01534278,0.00092872523,-0.0028579347,0.008411278,0.00088258134,0.012010339,0.0043930393,-0.010706604,-0.0013459958,0.0004303921,-0.0019756546,6.3688494e-05,0.0070486655,0.009474264,0.0023278296,0.0041552335,0.0035193304,0.0042848,0.0072237616,0.001425216,-0.009381702,-0.0044314507,0.006475741,0.007988198,0.0046367096,-0.0046799183,-0.005151715,-0.014255628,-0.0036155712,0.011960799,-0.020478666,-0.004097412,0.005033227,0.0045748577,0.00719621,-0.0031208443,-0.0004242186,0.0059008906,-0.011653313,0.0022854228,0.0015993589,-0.008980723,-0.000821732,-0.008186849,0.010479563,0.003384797
CC1(C)CC(CN)CC(CN)C1,9.164307e-05,-0.003959125,-0.003066821,0.012517553,-0.0090835355,-0.00048248516,9.183027e-05,-0.005509709,-0.004359654,-0.0042724614,-0.0071232007,-0.008022053,-0.012754723,0.016669828,-0.00034475466,-0.023793368,-0.0043613287,-0.016655875,-0.007519557,0.0015890952,-0.031623956,-0.0013484654,0.009590376,-0.007899887,-0.0032622998,0.0039820587,0.0025189505,-0.0018883507,-0.0012695156,-0.003471192,0.017760694,0.0056109824,0.0136156455,-0.0028668798,-0.009889333,0.0057779644,-0.02497294,-0.020145267,0.00054925773,-9.55537e-07,-0.008500687,0.013908849,0.0016143364,0.010011033,-0.0066926256,-0.009138626,0.0062900763,0.00042612478,0.02175847,-0.008056085,-0.008225372,-0.0020747036,0.020141795,-0.0058640013,0.0120205,0.0004786253,0.001467579,-0.0026669702,-0.019164829,0.007530391,0.004390236,-0.0029014526,0.0049456917,0.0044730296,0.019219711,-0.0031495579,0.0067555252,0.0058386056,0.004904518,-0.0076531908,0.011722419,-0.016177624,3.572367e-05,-0.009783167,-0.009931002,0.0056664413,0.0024320455,0.019744013,-0.004559758,0.009629153,0.012999016,0.0032373145,0.0157868,0.004556277,-0.0012570266,0.0067528365,0.0021427749,0.014096997,0.005948183,-0.012948796,-0.0026999991,0.0008326182,-0.004344248,-0.00012437953,0.007824303,0.0077997483,0.0045820577,0.00577571,0.0019061167,0.007804311,0.008917195,0.0013144119,-0.010152537,-0.0076059885,0.011541579,0.008073496,0.003375561,-0.010045618,-0.008603876,-0.014755111,-0.0071780058,0.014538754,-0.019794418,-0.006066522,0.005050295,0.004494194,0.011055917,-0.006414569,-0.001431402,0.008542691,-0.012484431,0.0031269165,0.0010187658,-0.009741276,-0.0028940341,-0.008425545,0.014688194,0.0024822382
NCCCCCCCCCCN,-0.0008147061,-0.0022299727,-0.0011483319,0.008956246,-0.0069301217,0.00015251664,-0.0011279201,-0.0056094173,-0.003738143,-0.0042957026,-0.0045851083,-0.006809475,-0.009449482,0.013257172,-0.0015093149,-0.01669758,-0.005278906,-0.012704123,-0.0059865303,0.003130613,-0.026806153,0.0003840772,0.010674819,-0.0070100743,-0.0033231534,0.0023839655,0.0014332668,-0.0012502332,0.00014019758,-0.0044963015,0.015307547,0.0021276185,0.012015817,-0.0031378956,-0.007317351,0.003680598,-0.022508316,-0.017969713,0.0006718831,-0.0005462086,-0.0054484196,0.012195654,-0.00013047038,0.010145299,-0.0075310906,-0.0063785734,0.0046512987,-9.11206e-06,0.020438876,-0.008441754,-0.006142073,-0.0047036745,0.01738952,-0.005348684,0.0083573945,-2.5066547e-06,-0.0011525704,-0.0023121906,-0.014550685,0.006613643,0.001257848,-0.0011858987,0.0020853716,0.0035430982,0.016374318,-0.00012732856,0.003250804,0.0043123784,0.0032443125,-0.006361273,0.00856458,-0.01633706,0.00082997605,-0.008188184,-0.008513486,0.0023560626,0.0022846423,0.017826764,-0.0034371903,0.007775644,0.013278918,0.005858708,0.012769027,0.00573617,-0.0014106147,0.0056171995,0.0022624438,0.010231453,0.0057767783,-0.011696482,-0.0035853656,0.0013085622,-0.005412236,-0.0010875706,0.0046716696,0.0051920973,0.005800106,0.0053772246,0.0014993085,0.0057468163,0.008623094,0.0017807712,-0.010485418,-0.00830863,0.011682844,0.0064043407,0.0030457983,-0.01002907,-0.009893837,-0.014046423,-0.0077902433,0.012338452,-0.015441649,-0.006112559,0.0033276752,0.004473309,0.010405384,-0.0035637273,-0.0021259796,0.0064015873,-0.009541374,0.0052049,0.00014418643,-0.007809284,-0.0019985843,-0.0055907634,0.014886599,0.0006397329
c1coc(CNCc2ccco2)c1,0.00013060868,-0.0028809467,-0.0026705917,0.01298943,-0.009580037,-0.00039978977,0.00019848719,-0.006665766,-0.005494947,-0.0044333176,-0.006994494,-0.008899757,-0.014255965,0.017250007,-9.142561e-05,-0.02319579,-0.005919827,-0.018996632,-0.0067300033,0.0013588686,-0.03379909,-0.0017421676,0.009814657,-0.006248829,-0.0029819545,0.0026782025,0.0028232322,-0.0034837774,-0.0014882442,-0.0021043587,0.018187301,0.006208314,0.014389569,-0.0026426066,-0.009931857,0.008026941,-0.028272372,-0.020998571,0.0008982001,0.0005194349,-0.008752407,0.014912051,0.0024260236,0.009908462,-0.008509116,-0.010142828,0.0060808305,0.00017907657,0.024205185,-0.008894614,-0.0088712815,-0.0027470943,0.022293225,-0.0061371285,0.013542987,7.2080176e-05,0.0010600975,-0.0031324716,-0.01883025,0.00842119,0.0043633245,-0.0041797915,0.005087279,0.006472677,0.020400979,-0.0035031578,0.007877714,0.0064100306,0.0046838587,-0.00955298,0.012235077,-0.016784996,0.00040361471,-0.010692285,-0.011784336,0.0063379286,0.0022404548,0.021167379,-0.0035060933,0.009691209,0.014924475,0.003901082,0.017792415,0.003663145,-0.002785761,0.007630045,0.0017134175,0.014916263,0.0049121035,-0.013205776,-0.0018080352,-0.00025540404,-0.0052520065,-0.0016737976,0.009465898,0.008879503,0.0058285715,0.0062362985,0.0014980438,0.0074923383,0.009801701,0.0004944075,-0.011648652,-0.007462775,0.012927586,0.0076313764,0.0032699974,-0.011082814,-0.010107903,-0.016398752,-0.008299844,0.01563281,-0.021348083,-0.005795767,0.0051988116,0.004179934,0.012003906,-0.005291146,-0.0014414184,0.0093708495,-0.011196077,0.0037949523,-0.00051931525,-0.010440746,-0.0024123727,-0.009875245,0.014790263,0.002678778
COc1ccc(OCC2CO2)c(CCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,0.0013584122,-0.006891772,0.0024460722,0.0053143864,-0.0005009365,-0.0025736662,-0.0030389149,-0.0032810085,-0.0019770158,-0.0038875719,-0.0032417444,-0.00010271347,-0.005418567,0.004728456,0.00093855476,-0.010591982,-0.0023387223,-0.00076223956,-0.0036941944,0.002034353,-0.010171432,-2.5789952e-05,0.003147468,-0.006552824,-0.0021558565,0.0038189949,-0.0013824827,-0.00053800095,0.0017029792,0.00017598737,0.00429908,0.0018435777,0.0030997247,-0.00419126,0.002138093,0.0006542895,-0.003209476,-0.0062024537,0.00304777,-0.00061781704,-0.0059789596,0.002880429,0.00164301,0.0005442267,0.0014976691,-0.0037561534,0.0020828787,6.368384e-05,0.007639032,-0.0001576962,-0.0022861236,-0.0007177107,0.00637727,0.0021896586,0.0017014872,0.0017233449,-0.0009981329,-0.0015226076,-0.010968039,0.0011714245,0.00048695598,0.0016963976,0.0038790714,0.0013999667,0.006650096,-0.0023684176,-0.0005352136,0.0027047163,0.0039030127,0.0003481917,0.005451646,-0.0060813464,0.00084543973,-0.0024936623,0.0023301905,-0.0004491033,0.0011423957,0.006852189,-0.0046743033,0.002280389,0.0029139007,-0.00035534613,0.006810986,0.0015519221,0.0022480842,0.0023142388,-0.0015090965,0.0039265044,0.0033794302,-0.0035360092,-0.0024192166,0.00055190455,-0.0026545464,0.002212347,0.0024282215,0.0051712124,-0.0012986162,0.0019101212,0.00076991064,0.0014468832,0.0023916615,0.00421624,-0.0021189842,-0.004495809,0.0011355286,0.00653823,0.0043623867,0.001118033,-0.001860369,-0.0039694495,-0.00087728724,0.0052545876,-0.0070416955,-0.00042656902,-0.002153976,0.0017026886,0.002122201,-0.0020216648,0.000712059,0.0027937703,-0.0071550477,0.0017286204,-0.00082413247,-0.0049184347,-0.003555085,0.0014192453,0.008842291,0.0025609601
COc1ccc(OCC2CO2)c(CCC(=O)OC2CC3OCC(OC(=O)CCc4ccc(OCC5CO5)c(OC)c4)C2O3)c1,0.0012027724,-0.0048629865,0.0027928967,-0.00045148842,0.0035110097,-0.00019772956,-0.002378209,-0.00014748471,0.000839788,-0.0038404954,0.00032064656,0.003858669,0.0016016606,-0.0051600914,-0.0002651126,0.0015322575,0.00037686154,0.007789712,-0.0004601637,0.00032909214,0.006171208,-0.00073849503,-0.0011697244,-0.0023220666,-0.0011412783,0.0025532008,-0.0026617749,-0.0010344499,0.0011176709,-0.00013464503,-0.004392077,-0.0013499397,-0.003894424,-0.003835772,0.0064676013,-0.003159211,0.009992626,0.0024441127,0.003603348,-0.0010828655,0.0016295102,-0.004842598,-0.0006502429,-0.0041857166,0.004069209,-0.0006383285,-0.0012538582,0.0022636168,-0.0025395025,0.0029571587,0.0030870293,-0.0025840364,-0.0055200174,0.0053823637,-0.0055767363,0.002496501,-0.0016136775,-0.000639732,0.00047139492,-0.0015228465,-0.0028483104,0.005504898,0.0009363624,-0.0019146365,-0.0028167227,-0.00082354713,-0.0068586795,-0.0005315449,-0.0015864698,0.0056223683,-0.0014343276,0.00038621947,-0.0012948606,0.0021357671,0.0065428894,-0.0047610058,0.0006509628,-0.0037773894,-0.0019266903,-0.0043047452,-0.0028508212,-0.0023299754,-0.004345308,0.0010435526,0.004966365,-0.001648074,-0.0023386404,-0.0032119555,0.00010377355,0.00065665506,-0.0015398636,-0.0003206106,-0.0012284596,0.002226924,-0.0033890754,0.00018115668,-0.0031053321,-0.0015227897,0.00049790484,-0.0014239596,-0.0014510695,0.0046941936,0.0037301257,-0.0010651909,-0.0038443478,0.0031238776,0.0023483988,0.0033801158,0.0014002845,0.0049140584,0.00202173,-0.0026719458,0.002161807,0.0020005116,-0.007133782,-0.0025792606,-0.0031627268,0.0018576523,-0.00082474365,-0.00027647987,-0.0022581648,-7.274654e-05,-0.0019868128,-0.0009857421,-0.0033235443,0.0068749,0.004702458,-0.0006883866
COc1ccc(OCC2CO2)c(CCC(=O)OCC(COC(=O)CCc2ccc(OCC3CO3)c(OC)c2)OC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,-0.00200669,-0.00076418,0.0087926285,-0.029415444,0.022237735,0.0068511777,0.00044348463,0.008905094,0.010240905,-0.005098093,0.014395943,0.01996516,0.02988021,-0.035253886,-0.0041729067,0.056549985,0.011819677,0.046508364,0.01748487,0.0010868963,0.06707909,0.009967567,-0.009748444,0.013430115,0.0037419063,-0.0040813438,-0.004323822,0.0073136576,0.003929762,0.0036368407,-0.03380353,-0.012474563,-0.025217896,0.0001484335,0.016970536,-0.016996766,0.058973957,0.038191825,0.006891903,-0.005229856,0.027069548,-0.034948386,-0.013448054,-0.015413796,0.01409599,0.011783665,-0.01157778,0.009294681,-0.043481246,0.010044042,0.021271005,-0.0095537305,-0.051358685,0.019284958,-0.032520328,0.0023097773,-0.0073949527,0.0065515116,0.041204248,-0.014759053,-0.018608436,0.01588457,-0.012723144,-0.014541635,-0.037770975,0.008953008,-0.026861522,-0.013547687,-0.015361841,0.025386874,-0.024575692,0.024932824,-0.0077743325,0.021040097,0.022614656,-0.01865375,0.00033086166,-0.036755446,0.0038751243,-0.026623894,-0.027085979,-0.0026043057,-0.046257295,0.0047415514,0.0023219995,-0.017733254,-0.001998688,-0.032305732,-0.011866981,0.025143445,0.00299046,-0.0013106624,0.0063760695,0.0018007532,-0.02298294,-0.020157183,-0.0063687284,-0.014251451,-0.009437638,-0.01477544,-0.011638941,-0.0023281388,0.025463693,0.009375894,-0.022763306,-0.013483359,-0.008926308,0.01598784,0.0062664784,0.030462833,0.0121549815,-0.034025628,0.052527584,0.011977873,-0.022519397,-0.013583025,-0.019580318,0.014026369,0.00031260005,-0.016504146,0.023433952,-0.0005053533,-0.007267259,0.016696338,0.0026317234,0.025265602,-0.015351767,-0.0065477476
CC1CCC2C(=O)OC(=O)C2C1,0.0005538175,-0.0042041987,-0.0035051461,0.013476001,-0.00992569,-0.0003783377,-0.0005598292,-0.005555418,-0.004353627,-0.003924031,-0.008042151,-0.008422955,-0.013895873,0.017193764,-1.9191299e-05,-0.025534919,-0.004417802,-0.017932165,-0.007771033,0.0014997851,-0.0327124,-0.0019171683,0.010060528,-0.009058534,-0.0035378106,0.004846204,0.0022954778,-0.0026055272,-0.0010413472,-0.0036505563,0.019116143,0.0063712127,0.013853263,-0.002360795,-0.010241091,0.006207807,-0.026262242,-0.020605028,0.0012047507,0.0008796947,-0.009632303,0.0140202865,0.0029698154,0.010113605,-0.006674272,-0.010446551,0.00619917,0.00056285784,0.02167302,-0.007806782,-0.008319903,-0.0015240945,0.021419737,-0.005179269,0.013178179,0.0005444293,0.0020079045,-0.0026734276,-0.020013802,0.0074721784,0.004986793,-0.0036076186,0.005399798,0.0051455735,0.019670153,-0.0036846832,0.007539522,0.0063611036,0.0051589822,-0.0076555857,0.01235773,-0.016189724,-0.00036446005,-0.010263559,-0.010693881,0.005948632,0.0020627957,0.020907974,-0.0053668125,0.010165489,0.013832741,0.0023309756,0.017162621,0.004188218,-0.0012919884,0.0073202187,0.0018955064,0.014989897,0.005495727,-0.013311226,-0.003273815,0.001234714,-0.004679046,-0.0003062468,0.008653858,0.008647501,0.004551783,0.0061165947,0.0025052403,0.007928099,0.009360047,0.001264519,-0.009975759,-0.007339377,0.0123528,0.009588752,0.0034611784,-0.01012075,-0.007963581,-0.015866678,-0.0070213303,0.015919132,-0.022167323,-0.0054790694,0.005829083,0.004199789,0.011016872,-0.0065742256,-0.00088829757,0.009038857,-0.01304475,0.003052826,0.001150093,-0.01088782,-0.0030064047,-0.009261724,0.015389942,0.0029760515
CC(=O)/C=C(/C)[O][Zn][O]/C(C)=C\C(C)=O,0.0022029625,-0.0014027422,-0.0017716028,0.009131076,-0.0049057794,-0.00076245796,-0.00031899475,-0.0020991117,-0.0020722556,-0.0022135563,-0.005144505,-0.0027852522,-0.0077408273,0.010733693,0.0027172458,-0.016209608,-0.00416822,-0.011302313,-0.00620225,0.0024093408,-0.021053135,-0.0008642108,0.00453284,-0.0059086997,-0.0012120514,0.005155371,-0.00063281367,-0.0016124883,-0.00032588,-0.0019650515,0.009748864,0.0041907714,0.009917187,-0.002419098,-0.0092023,0.0041018724,-0.014210584,-0.0125859585,0.0010313108,-0.0032855934,-0.009609227,0.007866343,-0.0009070616,0.006858702,-0.006027749,-0.0047018426,0.0035839956,-0.0020652702,0.011564111,-0.0053110146,-0.0053051445,0.0012218282,0.014784073,-0.004177963,0.006494213,0.0008416553,0.0010998575,-3.6516227e-05,-0.014322573,0.0044590402,0.0030987784,-0.0019391542,0.004418495,0.0046071103,0.0112370495,-0.0021218443,0.00602571,0.004036382,0.0050493814,-0.00452732,0.008597046,-0.009422086,0.0026042107,-0.0062707346,-0.005414697,0.0049781175,-0.00085681304,0.013309175,-1.0932796e-05,0.009404916,0.0071555525,0.00047752634,0.011806025,0.002209906,-0.0031290203,0.006318829,0.0011397018,0.008750754,0.0044032168,-0.008785084,-0.00035729818,0.00015753042,-0.0009454088,0.0009722174,0.004029055,0.0063510854,-0.00018001487,0.0031619822,0.0043436335,0.0018747831,0.0053111613,4.6090223e-05,-0.0054557603,-0.0038528098,0.0051765293,0.0060398825,0.003727517,-0.0040910468,-0.0053968336,-0.008917106,-0.0033999253,0.009004682,-0.01465312,-0.005124775,0.004619169,0.0050685955,0.0036749635,-0.0030847946,-0.0018383041,0.0034353165,-0.0113319615,0.0030574044,0.0028411234,-0.005581335,-0.00039925473,-0.00614781,0.008851422,0.002394518
COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1,0.0027062055,-0.0043216553,0.0027570482,0.0042365324,-0.0012535253,-0.001218287,-0.0027480843,-0.0022632577,-0.00080935797,-0.002574991,-0.0036644922,-0.00018470618,-0.0039809197,0.0033093349,0.0013325592,-0.008349553,-0.0043996554,-0.002132867,-0.0042023584,0.002624955,-0.008904429,-0.0016761154,0.0028619822,-0.005564682,-0.0009365997,0.0031904953,-0.0022478444,-0.0012022253,0.0013982654,-0.00093799084,0.0033457822,0.0017385408,0.0028031375,-0.0038811935,0.0020417701,0.0017907713,-0.0026509464,-0.005616335,0.0024664206,-0.00069001224,-0.0055955034,0.0019432437,0.0014780378,-0.0012020082,0.0007255431,-0.0024242615,4.05116e-05,-0.0005170908,0.0060825907,-0.0011727698,-0.0017561917,-0.00033089146,0.0059373607,0.0015120192,0.0015774788,9.989226e-05,-0.0008543767,-0.0010777656,-0.008114761,0.0015613115,0.00090352725,0.0016011167,0.0047964053,0.0012649379,0.0056545855,-0.002858922,0.00038673286,0.003178698,0.0035913559,-0.0007898323,0.0039275303,-0.0037043206,0.0012846179,-0.0024680756,0.0013758373,-0.00082763284,0.0022791438,0.006177484,-0.0029701898,0.0013967371,0.004281004,0.00069674104,0.0061962064,0.0014335095,0.0012466256,0.003865135,-0.00056503713,0.003144334,0.002841149,-0.003674239,-0.0019874983,0.0001854403,-0.0020488254,0.001552192,0.0012518605,0.0044460627,-0.0015808269,0.0005933461,0.00050417916,0.0006275615,0.0020510461,0.0029569268,-0.0023710802,-0.004139015,0.0016127005,0.006376711,0.003853958,0.00061960635,-0.0013796873,-0.004704604,-0.000603945,0.0042519798,-0.008724811,-0.0013184194,-0.0017944854,0.0003700899,0.0019681323,0.0005473336,0.00048552756,0.0025325017,-0.0066527994,0.0019781664,-0.0011906784,-0.0037127421,-0.0028715613,0.0005628993,0.0071845255,0.0024403194
COc1ccc(OCC2CO2)c(CCCC(=O)OCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,0.0013348619,-0.0060750674,0.0018715933,0.0059854505,-0.0013516373,-0.0024757916,-0.0030437815,-0.003023982,-0.0024761762,-0.0030296873,-0.0030280063,-0.0007209412,-0.0053094644,0.0047587566,0.0009842566,-0.012180328,-0.0024970472,-0.0018554605,-0.0042242673,0.0018068235,-0.010798572,-0.00037138048,0.0027887467,-0.006813422,-0.002344826,0.0036917035,-0.0014643488,-0.001138622,0.001431331,-0.00042993948,0.0048862565,0.002143064,0.004236294,-0.0030970115,0.002456462,0.0012540724,-0.004559234,-0.006930627,0.0028981068,-0.0005525155,-0.0061314143,0.004192722,0.0014221584,0.0005351538,0.0006092936,-0.0032232879,0.0016571116,-0.00024332013,0.008267195,-0.0010428429,-0.0022038533,-0.00063067675,0.007928761,0.0017969098,0.0025445074,0.0013219449,-0.001069543,-0.0014747556,-0.011228228,0.0019733834,0.0018236861,0.0015379591,0.003785474,0.0019944243,0.007304444,-0.0031139432,0.00084836734,0.0029338924,0.0043094093,-0.00048958603,0.0052683107,-0.006610375,0.0015028697,-0.002833691,0.0011707023,0.0001677135,0.001326602,0.007230944,-0.003886328,0.0034830524,0.0033919103,0.00031242147,0.008029047,0.00061486394,0.0016468745,0.0025786385,-0.0011435915,0.0045047496,0.0034901248,-0.0043082237,-0.0025512986,0.00010211021,-0.003059613,0.0011609099,0.0025183214,0.0055949925,-0.00073116133,0.0019155904,0.0014594991,0.0022418918,0.0026123691,0.0044196397,-0.0028921273,-0.0043489374,0.0017729434,0.0059258044,0.0037810802,0.0012629197,-0.0017090663,-0.005011066,-0.00116021,0.006100783,-0.008695409,-0.0008727517,-0.0011793226,0.0015033148,0.0026663877,-0.0016000662,0.00074248365,0.0030059218,-0.007252573,0.0017037159,-0.0007516388,-0.004964757,-0.003634065,0.0005317731,0.008494619,0.0024708323
CC1(C)CC(N)CC(C)(C)C1CN,0.0008925684,-0.0039583724,-0.0030636173,0.013118008,-0.009442696,-0.00055243657,-3.2907352e-05,-0.005380488,-0.003368989,-0.0038385391,-0.00846892,-0.007416525,-0.012863452,0.016621575,0.0008600098,-0.02459276,-0.0037807748,-0.016986283,-0.008312883,0.0017687157,-0.0320163,-0.0018929311,0.009699988,-0.008101915,-0.0035395531,0.0039603557,0.002200971,-0.0014385834,-0.0011449326,-0.0036131488,0.0182623,0.0064314096,0.013523687,-0.0030247269,-0.0101327915,0.005230168,-0.024580782,-0.019991979,0.0008304685,-0.00029518176,-0.0098295165,0.01342705,0.0018420629,0.009956161,-0.006560888,-0.009198478,0.0059191026,0.00012221001,0.021185655,-0.0075172996,-0.008865951,-0.0013667047,0.020069927,-0.005459054,0.012040591,0.00011830451,0.002306885,-0.0021961047,-0.019848043,0.0073236087,0.004618749,-0.0028547188,0.0052742707,0.0042039566,0.01937551,-0.0037305504,0.007186207,0.006246903,0.0057179974,-0.0072656428,0.012044458,-0.015843434,8.075498e-05,-0.0092018265,-0.009804767,0.006328388,0.0025248379,0.019873021,-0.0047149947,0.010295494,0.012811392,0.0029086731,0.016178207,0.0041810647,-0.0016259421,0.0073622745,0.002169887,0.013940065,0.006270346,-0.013022474,-0.0025910065,0.0011712713,-0.0043294607,0.00034728972,0.007894023,0.0084626945,0.003879806,0.0053381585,0.0021254385,0.0072326614,0.008809199,0.00062411325,-0.009685446,-0.0073025147,0.010465479,0.008627908,0.0039763153,-0.009383756,-0.0077792695,-0.01480423,-0.0061216634,0.014686989,-0.020685105,-0.0055081295,0.0055337343,0.0048359763,0.010001761,-0.0064727506,-0.0012331877,0.007811242,-0.012919964,0.0025471663,0.0025259997,-0.009731783,-0.002465676,-0.008297961,0.014277479,0.002315959
COc1ccc(OCC2CO2)c(CCCC(=O)OCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,0.0014927685,-0.0068243053,0.0025826003,0.0053883996,-0.0007047402,-0.0026261206,-0.0030219723,-0.0031571174,-0.0019619693,-0.003903287,-0.0031902632,-0.0001842638,-0.005256148,0.0046884185,0.00075522764,-0.010641254,-0.0023817085,-0.0006056591,-0.0036723614,0.001930669,-0.010147203,-6.6495966e-05,0.002704382,-0.0064132176,-0.002144531,0.003847795,-0.0014417632,-0.0007408551,0.0019423636,0.0001962632,0.0043665227,0.001747062,0.0032190233,-0.004166687,0.002237277,0.0009440053,-0.0035223383,-0.006333897,0.002950565,-0.00077543035,-0.0060162386,0.0030189008,0.0016035959,0.0004965514,0.0013281964,-0.0035487441,0.0020308057,-6.1653554e-07,0.0077989567,-0.0002847733,-0.0022296584,-0.0005848333,0.006500186,0.0021916362,0.0016113967,0.0017711525,-0.00090207066,-0.001485209,-0.010829585,0.0013093697,0.00072995573,0.0019283723,0.0037482802,0.0015807475,0.00651559,-0.0026171478,-0.00025789533,0.0026400574,0.0041463217,0.0002948949,0.0052532037,-0.0060247555,0.0007634759,-0.0027135978,0.0024121553,-0.0004200861,0.0010669418,0.0067715654,-0.004561887,0.0023206621,0.0028772615,-0.0002512224,0.0068199653,0.0014937624,0.0022842418,0.0022969218,-0.0015573688,0.0039913803,0.0034970231,-0.0034568617,-0.0023036748,0.00048982445,-0.0027348981,0.002037617,0.0022468772,0.0051719756,-0.0009690211,0.0017097206,0.00089716096,0.0016074954,0.0024634656,0.004136529,-0.0022168495,-0.0044010896,0.0012158314,0.0063118273,0.004137583,0.0012154642,-0.0020632856,-0.004188683,-0.00085118227,0.005199547,-0.00711605,-0.00035698526,-0.0023394078,0.0017308872,0.0024856525,-0.0018898547,0.00073959725,0.0028901892,-0.007014784,0.0019733366,-0.0009514042,-0.004810529,-0.0036893557,0.0013828152,0.008700312,0.0026932089
