smiles_a,smiles_b,groups_a,groups_b,compatibility_reason,ratio_a,ratio_b,predicted_tg,target_distance,in_target_range,candidate_smiles,candidate_ratios,candidate_components,pred_gaussianprocess_rbf_tg_c,sigma_gaussianprocess_rbf_tg_c,pred_nusvr_rbf_tg_c,pred_xgboost_hist_depth3_tg_c,pred_extratrees_300_tg_c,pred_extratrees_600_tg_c,pred_gradientboosting_squared_tg_c,ensemble_mean_tg_c,ensemble_std_tg_c,ensemble_min_tg_c,ensemble_max_tg_c,ensemble_range_tg_c,ensemble_model_count,best_model_predicted_tg_c,best_model_delta_c,gpr_sigma_tg_c,ensemble_target_distance_c,disagreement_bucket,ensemble_near_target,ensemble_near_target_low_disagreement,ensemble_near_target_high_disagreement
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.2,0.8,195.1337094708585,0.1337094708584629,True,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1|COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,0.20000:0.80000,2,195.32013456429965,39.91987770902327,209.9563374614021,179.83795,186.6194527631526,185.99024319860388,192.1727628336669,191.6494804135469,9.537023442590735,179.83795166015625,209.9563374614021,30.118385801245836,6,195.1337094708585,-3.4842290573115804,39.91987770902327,3.350519586453089,low_disagreement,True,True,False
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,CC1(C)CC(N)CC(C)(CN)C1,anhydride;aromatic;ester;ether,primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.6,0.4,188.63639796263809,6.363602037361943,False,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1|CC1(C)CC(N)CC(C)(CN)C1,0.60000:0.40000,2,188.52095700219672,68.61152828492013,189.67084463020524,190.53897,199.39532915645535,197.22077958483877,184.40593354580693,191.62546914446145,5.138724691920608,184.40593354580693,199.39532915645535,14.989395610648415,6,188.63639796263809,2.9890711818233626,68.61152828492013,3.374530855538552,low_disagreement,True,True,False
Nc1ccc(Oc2ccc(N)cc2)cc1,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,aromatic;ether;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.4,0.6,204.6044371890608,9.604437189060777,False,Nc1ccc(Oc2ccc(N)cc2)cc1|Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,0.40000:0.60000,2,204.22970891601327,18.81796819874561,197.48067251026237,196.14502,187.66616769062523,188.60808399424818,175.19758869639074,191.55454022313162,9.203281607342301,175.19758869639074,204.22970891601327,29.032120219622527,6,204.6044371890608,-13.049896965929179,18.81796819874561,3.4454597768683755,low_disagreement,True,True,False
Nc1ccc(Cc2ccc(N)cc2)cc1,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.3,0.7,188.5541940454601,6.445805954539935,False,Nc1ccc(Cc2ccc(N)cc2)cc1|O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,0.30000:0.70000,2,188.44081446356617,7.99996609819918,193.966232183199,210.9196,200.20004312377355,201.15603653989797,196.20554875017024,198.48137941683945,6.966537484256294,188.44081446356617,210.9196014404297,22.478786976863518,6,188.5541940454601,9.927185371379352,7.99996609819918,3.481379416839445,low_disagreement,True,True,False
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,C=CCOc1ccc(SSc2ccc(OCC=C)cc2)cc1,aromatic;imide;maleimide;vinyl,aromatic;ether;vinyl,马来酰亚胺与烯基共聚/加成。,0.75,0.25,195.4951033423084,0.4951033423083686,True,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1|C=CCOc1ccc(SSc2ccc(OCC=C)cc2)cc1,0.75000:0.25000,2,195.8130971441954,47.70246565707272,206.9690152664114,208.92091,193.45570638070473,195.10004331856277,191.02720639694664,198.54766370051834,6.835845785536348,191.02720639694664,208.92091369628906,17.893707299342424,6,195.4951033423084,3.052560358209945,47.70246565707272,3.547663700518342,low_disagreement,True,True,False
CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1,Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.55,0.4499999999999999,190.10188190917455,4.89811809082542,True,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,0.55000:0.45000,2,190.24474883516197,80.80410789721209,193.96864457896962,205.7782,183.94551766620904,180.49664818230735,193.78644833329744,191.37003430635548,8.111794505887511,180.49664818230735,205.7781982421875,25.281550059880146,6,190.10188190917455,1.268152397180927,80.80410789721209,3.6299656936445217,low_disagreement,True,True,False
c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,aromatic;epoxy;ether,aromatic;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.4,0.6,184.81822520354484,10.18177479645516,False,c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.40000:0.60000,2,185.0020558416147,63.29205652133335,203.03042572588433,197.28075,182.38040478479098,181.6703782145464,197.49210997848428,191.14268683421358,8.401575769638816,181.6703782145464,203.03042572588433,21.36004751133794,6,184.81822520354484,6.324461630668736,63.29205652133335,3.8573131657864224,low_disagreement,True,True,False
c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.55,0.4499999999999999,192.49636764708495,2.5036323529150195,True,c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.55000:0.45000,2,192.54424674789266,58.38790243761713,185.53367168379347,199.83353,185.51487216388853,184.52280240830564,198.7988125373367,191.12465535875754,6.36481991017859,184.52280240830564,199.83352661132812,15.310724203022488,6,192.49636764708495,-1.3717122883274158,58.38790243761713,3.8753446412424637,low_disagreement,True,True,False
COCCOCCOCCOCCOCCOCCOCCOCCO,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,ether;hydroxyl,anhydride;aromatic;ester;ether,酸酐-羟基酯化。,0.2,0.8,215.2271163801937,20.227116380193703,False,COCCOCCOCCOCCOCCOCCOCCOCCO|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.20000:0.80000,2,215.30147855374616,63.31181119845567,206.27405889570204,197.77126,192.61637835232068,197.14868203837958,184.21343405768658,198.88754789849986,9.856508949004192,184.21343405768658,215.30147855374616,31.08804449605958,6,215.2271163801937,-16.339568481693846,63.31181119845567,3.887547898499861,low_disagreement,True,True,False
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1,aromatic;hydroxyl;phenol,aromatic;epoxy;ether,环氧-羟基醚化，常需催化剂。,0.55,0.4499999999999999,204.4563355592792,9.456335559279182,False,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1|C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1,0.55000:0.45000,2,204.7442965197501,51.35104176947443,200.8500524834896,203.08546,187.47992096676307,187.5899940617725,209.73177999677216,198.91358475101438,8.476805702087905,187.47992096676307,209.73177999677216,22.251859030009086,6,204.4563355592792,-5.542750808264827,51.35104176947443,3.9135847510143833,low_disagreement,True,True,False
C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1,Nc1ccc(-c2ccc(N)cc2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.65,0.35,191.01453977972105,3.985460220278952,True,C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1|Nc1ccc(-c2ccc(N)cc2)cc1,0.65000:0.35000,2,190.99411482854998,35.98658503622384,179.49378532975538,181.4669,202.2617803123125,200.31001363169068,190.9197171206791,190.90771915158518,8.53163071976746,179.49378532975538,202.2617803123125,22.767994982557127,6,191.01453977972105,-0.10682062813586413,35.98658503622384,4.092280848414816,low_disagreement,True,True,False
COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,aromatic;epoxy;ether,aromatic;ether;primary_amine,环氧-伯胺开环固化。,0.4,0.6,196.82741208230016,1.8274120823001847,True,COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1|Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,0.40000:0.60000,2,197.05414422919253,57.74833796667275,177.9806596807162,199.50484,183.23039841290864,184.32671858439141,202.64227817077037,190.789839352352,9.297537016159056,177.9806596807162,202.64227817077037,24.661618490054167,6,196.82741208230016,-6.0375727299481525,57.74833796667275,4.210160647647996,low_disagreement,True,True,False
COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1,Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.6,0.4,204.1618353358792,9.161835335879177,False,COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1|Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,0.60000:0.40000,2,204.19222082378593,57.308006075045206,199.5731433326028,185.60614,185.03640452090136,186.8443776132591,182.77217794407582,190.67074406189064,8.129242159188621,182.77217794407582,204.19222082378593,21.42004287971011,6,204.1618353358792,-13.491091273988559,57.308006075045206,4.329255938109355,low_disagreement,True,True,False
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,CC1(C)CC(N)CC(C)(C)C1CN,anhydride;aromatic;ester;ether,primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.6,0.4,184.82404424389472,10.175955756105282,False,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1|CC1(C)CC(N)CC(C)(C)C1CN,0.60000:0.40000,2,184.67480379966273,71.46514517419976,183.68760818028764,195.20395,199.4599954459134,197.97402929672492,182.7891263731309,190.6315853450548,7.0470448324560575,182.7891263731309,199.4599954459134,16.670869072782494,6,184.82404424389472,5.807541101160069,71.46514517419976,4.368414654945212,low_disagreement,True,True,False
O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,Oc1ccc(Oc2ccc(O)cc2)cc1,aromatic;epoxy;ether,aromatic;ether;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.65,0.35,197.73200184969025,2.7320018496902208,True,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12|Oc1ccc(Oc2ccc(O)cc2)cc1,0.65000:0.35000,2,197.60963698953827,13.587389745562747,188.60789733429147,185.85442,199.125996783703,198.24776692005616,173.89716711899092,190.5571468400224,8.997949953344829,173.89716711899092,199.125996783703,25.228829664712066,6,197.73200184969025,-7.174855009667851,13.587389745562747,4.442853159977602,low_disagreement,True,True,False
Nc1ccc(Cc2ccc(N)cc2)cc1,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,aromatic;primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,0.1,0.9,204.2594104187765,9.259410418776495,False,Nc1ccc(Cc2ccc(N)cc2)cc1|C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,0.10000:0.90000,2,204.65655268356264,46.44080390217005,179.1504118198098,207.753,200.43007059260782,198.08159071984355,207.60741795369464,199.61317495849394,9.809333761382945,179.1504118198098,207.7530059814453,28.602594161635523,6,204.2594104187765,-4.646235460282554,46.44080390217005,4.613174958493943,low_disagreement,True,True,False
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,O=C1C=CN(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,aromatic;epoxy;ether;vinyl,aromatic;imide;maleimide;vinyl,马来酰亚胺与烯基共聚/加成。,0.8,0.1999999999999999,190.9682751147969,4.03172488520309,True,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|O=C1C=CN(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.80000:0.20000,2,191.47924360688748,68.88217136238826,173.49872663256022,196.91203,195.2134593946591,193.51395927639928,190.51488455405277,190.18871775760226,7.765692436574653,173.49872663256022,196.9120330810547,23.413306448494467,6,190.9682751147969,-0.7795573571946477,68.88217136238826,4.811282242397738,low_disagreement,True,True,False
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,C=CCOc1ccc(SSc2ccc(OCC=C)cc2)cc1,aromatic;imide;maleimide;vinyl,aromatic;ether;vinyl,马来酰亚胺与烯基共聚/加成。,0.8,0.1999999999999999,197.4628046485004,2.462804648500395,True,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1|C=CCOc1ccc(SSc2ccc(OCC=C)cc2)cc1,0.80000:0.20000,2,197.7696418429782,54.95581444355705,208.91320295127602,203.4129,195.17390686672513,196.06972029903415,197.5715454283626,199.81848670340125,4.839173013102496,195.17390686672513,208.91320295127602,13.739296084550887,6,197.4628046485004,2.3556820549008535,54.95581444355705,4.818486703401248,low_disagreement,True,True,False
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,anhydride;aromatic;ester;ether,aromatic;primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.55,0.4499999999999999,173.6828374845657,21.31716251543429,False,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.55000:0.45000,2,173.53512214976942,42.53974105703663,198.7238185462912,188.62805,190.13999931041775,189.82099936110558,200.06232586886577,190.1517194990437,8.662595691817936,173.53512214976942,200.06232586886577,26.52720371909635,6,173.6828374845657,16.468882014477998,42.53974105703663,4.848280500956292,low_disagreement,True,True,False
COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,aromatic;epoxy;ether,aromatic;ether;primary_amine,环氧-伯胺开环固化。,0.35,0.65,214.5205220994772,19.520522099477176,False,COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1|Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,0.35000:0.65000,2,214.80200305175964,55.53941705631566,195.1739279248479,203.28427,191.86903176038197,190.63076560906785,203.8925172996111,199.94208614765049,8.388518621963852,190.63076560906785,214.80200305175964,24.17123744269179,6,214.5205220994772,-14.57843595182672,55.53941705631566,4.942086147650485,low_disagreement,True,True,False
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,CC(C)(c1occc1CN)c1occc1CN,aromatic;epoxy;ether;vinyl,aromatic;primary_amine,环氧-伯胺开环固化。,0.9,0.0999999999999999,195.2097692289321,0.2097692289320605,True,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|CC(C)(c1occc1CN)c1occc1CN,0.90000:0.10000,2,195.64524747142175,48.74658709553651,173.93176845662038,193.36919,190.9929044145848,188.15680783410954,198.1448675200942,190.04013034969967,7.8752854100597185,173.93176845662038,198.1448675200942,24.213099063473834,6,195.2097692289321,-5.169638879232423,48.74658709553651,4.959869650300334,low_disagreement,True,True,False
