smiles,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63
c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,-0.00020301342,0.0038784249,-0.0024730135,0.0027192985,0.0030955877,0.0013144687,-0.0041045537,-0.0027078858,-0.0016279919,-0.002566265,-0.0019635353,-0.0006372975,0.0032792818,-0.0019986033,-0.0009344928,0.0012132153,0.0021484783,0.00474992,0.0011619423,0.0015062504,0.0034036962,0.0010401066,0.00043822383,0.0045825653,0.0018159319,-0.0030615183,0.00084357173,0.0025387234,-0.0023228042,0.00056476984,0.001694621,0.0041349614,0.00085404934,-0.0011201487,-0.00025704782,0.003397299,0.00068703294,0.0025179386,-0.004033982,-0.0007447442,-0.00033186562,-4.029204e-05,-0.0019023437,-0.0019974522,-0.0026484337,0.0033644848,-0.00019855332,-0.00030312128,-0.0023681947,0.012191568,0.0029453374,0.0060610413,-0.00050245505,-0.00012900587,-5.6429766e-05,0.0041380045,0.0030616224,-0.0012609744,0.0005010832,-0.0012436258,0.0021162722,-0.0021951674,0.0033157552,-0.0074289674
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0009839861,0.00552712,-0.0021290397,0.0021510362,0.0034900848,0.0003289429,-0.0044647744,-0.0011558286,-0.0013664924,-0.000881155,-0.0019415058,-0.0007053533,0.005269062,-0.003519399,-0.00066580623,-0.00040600635,0.001951525,0.005210899,-0.0005200058,0.0035666383,0.0040204823,0.0018511005,7.657171e-05,0.00662296,0.0022625718,-0.002584966,0.0010237151,0.002146333,-0.0025402252,0.00033062417,0.0019853762,0.0016687489,2.3760833e-05,-0.0016444162,0.00037388923,0.0036012828,0.0018229,0.003144757,-0.0035580834,-0.00046099816,-0.0016750032,-0.00031312136,-0.002577356,-0.001678817,-0.003113186,0.004778576,0.00045607053,1.5394762e-05,-0.0020630192,0.012211446,0.0034810416,0.004698913,-0.0011313693,0.00022658613,-0.0006759092,0.002848389,0.002651507,-0.0011749743,-0.00046860427,-0.0014896197,0.0016743359,-0.0042535793,0.0047448864,-0.0058948854
O=C(O)CCCCCCCCC(=O)O,0.0015034759,0.006797988,-0.001965288,0.0010224725,0.0026172474,0.0009888548,-0.0038924757,-0.0012035876,-0.0018351935,-0.0011971323,-0.0024646223,-0.00053164404,0.005851602,-0.0036609266,-0.0010240469,-0.0007223971,0.0024595298,0.005247848,-0.00032098126,0.002593387,0.0046209656,0.0024364442,0.0005934506,0.006257185,0.0018068161,-0.0023719077,0.0012870615,0.0027328436,-0.0030829608,0.0011664387,0.0020760857,0.0008887984,0.00058112806,-0.0014628614,0.0008948962,0.003972929,0.0013856087,0.0030640084,-0.0040210336,-0.00036183093,-0.0017690398,3.855559e-05,-0.0019007269,-0.000660941,-0.003426237,0.0038191807,0.00020343997,0.0009148121,-0.0021529861,0.012045762,0.0041632866,0.0044874004,-0.0008725743,-0.0005108658,-0.0008410881,0.003220703,0.0027154796,-0.00040481798,-0.0011176132,-0.0017278483,0.001958055,-0.0034688944,0.0036956342,-0.0067736525
Cn1ccnc1,0.00094992947,0.006918229,-0.0011488935,0.00060838787,0.002612181,0.0006571091,-0.0036861878,-0.00067290093,-0.0021288814,-0.0033645574,-0.00407476,0.00095077074,0.0055691805,-0.0027470496,-0.0013530664,-0.0015483089,0.0025174804,0.006105369,0.00072194356,0.0027155988,0.005739133,0.0020799115,0.0010789048,0.005552193,0.0016522743,-0.0024151504,0.0007680424,0.004377445,-0.0024653617,0.0012308275,0.0020769367,0.0015840973,0.0008996418,-0.00071860105,0.0024062186,0.004354913,0.00039345957,0.0027194833,-0.004485665,-0.0018652575,-0.0004148418,0.00028581475,-0.00227986,-0.0017944574,-0.003988633,0.0036368184,-7.123873e-05,0.00067693926,-0.0022767314,0.011584185,0.004055513,0.005298453,-0.0017354907,-0.00021720398,-0.0007490292,0.004496423,0.0035943538,-0.0006516888,-0.0023087878,-0.0013300674,0.0017976668,-0.0039666304,0.0041526332,-0.00792662
O=C(O)CCCC(=O)O,0.00095037464,0.0061884653,-0.0013007428,0.0013184915,0.002910858,0.0005124768,-0.0040298747,-0.0012611918,-0.0018339287,-0.001835878,-0.003153992,-0.00033218873,0.005693538,-0.0032679997,-0.0013601221,-0.0007064957,0.0018446138,0.0051888507,-0.00040193927,0.002539611,0.004873192,0.0017086342,0.0006619722,0.006493694,0.0018116068,-0.0023239562,0.001555376,0.002767614,-0.002601048,0.00069404487,0.002028887,0.0010483544,0.0001552417,-0.0009996179,0.0013330672,0.004025437,0.0013417527,0.0029210616,-0.0035709813,-0.0012244927,-0.0010823524,-0.00016380381,-0.0024801735,-0.0012198053,-0.0035161157,0.004088673,0.00021776557,0.0012786798,-0.0023489795,0.012293866,0.004257732,0.0051551606,-0.0011553704,6.958656e-05,-0.0006799288,0.0024659275,0.002929328,-0.0015990715,-0.0016562603,-0.0017946092,0.0013544443,-0.0036772452,0.004194203,-0.0069575226
C1OC1COC1COC2C(OCC3CO3)COC12,0.0019046338,0.0045606904,-0.0030761631,0.0027860468,0.0034955349,0.0020645112,-0.0044436874,-0.0025827372,-0.00078196544,-0.0014303094,-0.0022134334,-0.002421706,0.004294129,-0.0037809964,0.00029678084,0.00010098517,0.0013074977,0.005870564,0.000745981,0.001679909,0.004106269,0.001543723,0.0013757457,0.005248172,0.001233926,-0.0022517182,0.0022895965,0.002503966,-0.003845241,0.0012026243,0.0024177157,0.0041181548,0.00074412907,-0.0010897401,-0.00049146265,0.0040165093,0.00019062497,0.004390193,-0.0034833485,0.00055847596,-0.0011264682,-0.0008922727,-0.001964447,-0.0015965737,-0.0026448076,0.003274613,-0.00016433373,-0.00065588765,-0.0030461634,0.011259278,0.0027483357,0.0049846047,-0.00048659882,0.0003778711,-0.0014011078,0.0029762923,0.001857413,-0.0016916618,0.000307085,-0.0015007472,0.002355779,-0.0032424117,0.00298265,-0.0065158997
Nc1ccc(SSc2ccc(N)cc2)cc1,-0.0012015859,0.004222898,-0.0015167603,0.0024224743,0.002954593,0.0016541495,-0.0048018945,-0.0017839975,-0.0036772573,-0.0025391253,-0.0052809147,0.0004913724,0.004845109,-0.0024595,-0.0029456075,-0.00069310144,0.002241931,0.0058917664,0.0007900633,0.0027117766,0.0034288643,0.0008103959,0.0008916601,0.003794117,0.0018023178,-0.0021088743,-0.0010003,0.003996715,-0.0024723802,0.0002613701,0.0010569808,0.0030752812,0.000115554314,-0.0001692716,0.0015185751,0.004734585,-0.00010401383,0.002836232,-0.0040020533,-0.0031113448,0.0012648413,3.0105002e-07,-0.0022527073,-0.003683623,-0.002953503,0.004291489,0.00014008209,0.002029989,-0.0016522787,0.011292128,0.0034232102,0.0060287206,-0.0016069748,0.0004326189,2.539996e-05,0.005671535,0.0033033025,-0.0018672887,-0.0015244596,-0.00045743864,0.0020668334,-0.0034727538,0.0025644172,-0.008223492
CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,6.07837e-05,0.0036721434,-0.0012820056,0.0014051883,0.0010500886,0.0009377231,-0.0025876202,-0.002627298,-0.0035528773,-0.0020582005,-0.0022206176,-7.2487164e-05,0.0041099787,-0.0018312018,-0.0014937222,0.0019389316,0.0026163403,0.0026481077,0.0009578187,0.0011412757,0.0016042152,0.001432674,-0.000384541,0.0040389616,0.0011574514,-0.001416448,0.0002177112,0.0034079934,-0.0014102552,0.0003935108,-0.00011978205,0.0033024093,-4.810095e-05,-0.0011304296,-0.0010065339,0.004970135,-0.00023100525,0.002793111,-0.0034848265,-0.0014490662,-0.0010198401,0.00044770073,-0.0008765338,-0.0027347729,-0.00012141373,0.0032802206,0.00016351696,0.00063703395,-0.0008026585,0.011290752,0.0013976004,0.005874025,0.0011942217,-0.0013473593,0.0012171222,0.0030297847,0.0024270471,0.00023329025,-0.00069899485,-0.0009994628,0.0014343504,-0.0010536769,0.0023273341,-0.007329195
O=C1OC(=O)C2CCCCC12,0.001427534,0.0063522607,-0.0016523208,0.001508492,0.003380943,0.0008834293,-0.0036391094,-0.0017294835,-0.00161862,-0.0024089608,-0.0025927732,-0.0012133257,0.0041938387,-0.0029834248,-0.0009989738,-0.0005987957,0.0016788486,0.006056482,0.0009020716,0.0014145211,0.004915066,0.0018140897,0.00078240805,0.005814638,0.0007750578,-0.0024186275,0.0019979393,0.0025468362,-0.0031592436,0.0005013803,0.002041197,0.0016245204,0.0013657403,-0.0010678782,0.00078489934,0.0035919193,0.00018608198,0.0034350846,-0.0040022004,1.6546808e-05,-0.0015535057,-1.5951227e-06,-0.0023977524,-0.00051161647,-0.003645075,0.0031088488,-3.6789104e-05,0.0014326181,-0.0026372506,0.011268178,0.0041741934,0.0042230072,-0.00081008254,0.00015475228,-0.001126857,0.0033389446,0.0026119277,-0.0016650623,-0.0012873225,-0.0020219097,0.0017315047,-0.0022035753,0.0031775236,-0.007209954
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,-0.0006142333,0.0048249234,-0.0026078708,0.0021850131,0.0022543613,0.001070518,-0.004320451,-0.0013065884,-0.002522028,-0.0020499658,-0.0023603588,-0.0003106547,0.0044323113,-0.0015813746,-0.001710007,0.0010715015,0.0027492484,0.004021695,-0.0003024796,0.0019093854,0.0032952102,0.0004729405,0.00022287224,0.0048000365,0.0018424299,-0.0020518703,6.911601e-05,0.0033528912,-0.001836896,0.00042690523,0.001583002,0.0025976654,-0.00028793374,-0.0005869884,0.00048410543,0.003408501,8.0075115e-05,0.0022599995,-0.0037604757,-0.0011359351,-0.00014855247,-0.0005374062,-0.0021991841,-0.0018872954,-0.0026088068,0.003889149,-6.050989e-05,-0.00046566688,-0.0017933536,0.011946043,0.002438373,0.0051542684,-0.0009860392,-0.000116811134,0.0008770712,0.003838167,0.0036950074,-0.00096391,-0.0003475491,-0.0007340545,0.0013891077,-0.0029399712,0.003988495,-0.00764005
CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1,-0.00044276845,0.0050124805,-0.001916606,0.0009242967,-0.0010723751,0.0019870177,-0.00012616534,-0.002377125,-0.0039145956,-0.0005333936,-0.0012859777,0.00016822832,0.0048946273,-0.0020237397,-0.0006560348,0.0016847122,0.003348792,0.0010026246,0.00018224493,0.0011162339,0.0023416746,0.0024635773,0.0003957653,0.0053270534,0.00033593364,-0.0015357621,-0.0011587271,0.0028028772,0.0009747427,0.0007056212,0.00017790543,0.0025537228,-0.00014947727,-0.001240944,-0.001141866,0.004975207,-0.00013068132,0.0019348403,-0.0024120156,-0.0030179778,-0.0016836273,-0.0001563204,-0.0021047313,-0.0048350636,0.00045825774,0.0023063077,0.00046835095,-0.0005184598,-0.0015144162,0.010980539,-3.558118e-05,0.0049572545,0.00057720323,-0.0025330158,0.00072665047,0.0022768225,0.00073254853,0.00073981564,-0.0008004587,-0.00016167574,0.0014485363,-0.0010227561,0.0031285556,-0.0083556
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,0.00068445224,0.0041874107,-0.002252819,0.00095011806,0.00048789568,0.0013006816,-0.0014818963,-0.0024251605,-0.0039542234,-0.0023919437,-0.002409719,-0.0010152222,0.004411323,-0.0021966118,-0.0011367146,0.0022279862,0.0026494367,0.0026465133,0.0003725607,0.0007875003,0.0018221503,0.0011813324,-0.00029321457,0.0036632493,0.001783412,-0.0019672825,-8.631282e-05,0.0036285827,-0.0009604022,0.00017471611,-0.00023725908,0.0027799923,-0.00037783058,-7.730117e-05,-0.00033583934,0.004216794,-0.00078242645,0.0023198482,-0.0033783251,-0.0014338987,-0.00036224257,0.00048429985,-0.0014221137,-0.002794508,0.0003319597,0.003064897,-0.00029480085,0.00021008402,-0.001780641,0.011734151,0.0015272694,0.004928294,0.0012019451,-0.0003873827,0.0011527175,0.0024048458,0.0024701618,0.00031551998,-0.00017178059,-0.00041231047,0.0010618484,-0.00088109076,0.0023094285,-0.0072078193
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,-0.0008348059,0.0042074397,-0.0020070877,-0.00047339965,0.0010133404,0.0015797955,-0.001102413,-0.0019381519,-0.0043378146,-0.00076440815,-0.0018036794,-0.0016644818,0.003727911,-0.0017555207,-0.00089268945,0.0018189754,0.002564785,0.0031148568,-0.00033639,-0.0001883558,0.0016652653,0.0022847317,-0.00063694874,0.0038052034,0.001189148,-0.0011877678,-6.1930274e-05,0.0034937365,-0.0009486899,-0.00062901527,-5.4031145e-05,0.0020281924,0.00061224774,-0.0013028164,-0.00029036868,0.0043710284,-0.0009978842,0.0019094497,-0.0041046254,-0.0014517633,-0.001697449,0.0010077097,-0.0012301058,-0.002697233,0.0016421806,0.0021613976,-0.00062222406,0.0005078763,-0.00091648195,0.011790497,0.0006697159,0.005237701,3.482704e-05,-0.0015815422,0.0012795478,0.00035396218,0.0015382674,0.00029056286,-0.0010646991,-0.0009421157,0.0012071971,-2.5368296e-05,0.0034034895,-0.0073429104
N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1,0.00037004147,0.00403376,-0.0023173913,0.0006609503,0.0021064077,0.00034432183,-0.0029208455,-0.0023182563,-0.00226718,-0.0031835036,-0.0030903518,-0.0006337018,0.0039019026,-0.0016308054,-0.0013554879,0.002001362,0.002962973,0.0033613667,0.00083208364,0.0004970692,0.0030573858,0.0006209258,-0.00036147237,0.0031737704,0.0015694965,-0.001827593,-5.209993e-05,0.0039878422,-0.002677342,0.00071879476,0.00014847936,0.003790331,-0.00026734872,-0.0003153016,2.1211337e-05,0.0037245322,-0.0016431473,0.0031577898,-0.003839068,-0.0007584216,-2.8362498e-05,-0.00014169235,-0.0010010432,-0.0018585175,-0.002000679,0.0028645238,-0.0009635994,-0.00028334558,-0.0021488932,0.012173353,0.0013574865,0.0037102294,0.00053864694,-0.0003876472,0.0007226402,0.0031479984,0.0029231422,-0.0005329717,7.473491e-05,-0.0018659877,0.0018475614,-0.0019285874,0.0037785554,-0.007604042
NCCNCCN,0.001593302,0.0067900326,-0.0011628075,0.0010804837,0.002396308,0.0007190367,-0.004010154,-0.00059922854,-0.0022489596,-0.002436798,-0.0033132387,0.00032636808,0.0061617047,-0.0031556059,-0.0012177154,-0.0010581203,0.0028877873,0.0052773617,-0.00053426437,0.002217617,0.004844241,0.0022742543,0.0012005407,0.006171396,0.0020648781,-0.0022874014,0.0008932976,0.0034537558,-0.0033641942,0.0012294324,0.0020084835,0.00077196583,0.0010562348,-0.0011696839,0.002060097,0.0044141375,0.0012694281,0.002471785,-0.0037680548,-0.0019222172,-0.0010641981,0.00030237064,-0.002402572,-0.0011963993,-0.0036520036,0.0035843719,0.0002168417,0.00157593,-0.0023682315,0.012315248,0.0045031393,0.0053819683,-0.0018669092,-0.00052074343,-0.00058576744,0.0035615922,0.0031056423,-0.0006478382,-0.0021152217,-0.0017224746,0.0015611518,-0.003960913,0.0041910326,-0.007508723
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,-0.0015720073,0.004963776,-0.0015012091,0.0021788962,0.0026117284,0.0016597293,-0.003338526,-0.0017043249,-0.0028642556,-0.0032083048,-0.004438471,-0.00030178291,0.0040305927,-0.003016701,-0.0023732781,0.00075590797,0.0032683043,0.0044376384,-0.0006871559,0.001620078,0.0026207939,0.00017790124,0.00018357416,0.0038115494,0.0018063746,-0.0024209367,-0.0014620114,0.0052188407,-0.0022670496,1.4699064e-05,0.00035007205,0.0030140579,0.0002058181,0.00045512337,0.00052745873,0.0035635717,-0.00059812143,0.0024630297,-0.0036980687,-0.0018484043,0.00062045176,-0.00042587705,-0.0017862739,-0.0017393101,-0.0027099047,0.003699502,-0.0005694404,0.0013861861,-0.0019717275,0.011065338,0.0016974257,0.0039709904,-0.0006360705,0.0004923474,-0.0002835309,0.0046942164,0.0023385864,-0.0015365425,-0.001685584,-0.0006970735,0.0025015357,-0.0027182149,0.002882706,-0.008259294
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,0.004078255,0.0047872216,-0.0035868036,0.0017637582,0.0010416042,0.002384887,-0.0014058603,-0.0016481807,-0.0024159774,0.0014201347,-0.0004580319,-0.0025623776,0.0014979187,-0.0021073017,0.0013824962,0.0015091468,0.00045448076,0.001225844,0.0001359107,0.0022845222,-0.0011125188,0.0021226108,-0.0015781214,0.007331729,-0.0023588352,-0.0023501357,-0.0019946261,0.0034191553,-0.00074455515,0.0012173867,0.00326883,0.0027030269,-0.0012321249,-0.0009164498,-0.0021116624,0.004454663,-0.00065300055,0.002874584,-0.0014619157,-0.0014441712,-0.004115897,-0.0021822392,-0.0031375168,-0.0026805177,0.0006962251,0.00035406742,0.0014824299,-0.0018736701,-0.0057498943,0.010885973,0.0030563148,0.005548787,-0.0012133513,-0.0022182819,0.0015448239,-0.0021630048,0.0014072731,0.00106965,0.0041214637,-0.0034858352,-1.4581718e-05,-0.0010652896,0.004071393,-0.008584968
CCC(CO)(CO)CO,0.001255299,0.006520521,-0.0012942478,0.0012010653,0.002738515,0.00080644037,-0.004222841,-0.0011772744,-0.0020581437,-0.0018763775,-0.0031764945,-1.3283745e-05,0.0062726494,-0.003285762,-0.0013018362,-0.0012352895,0.0025465665,0.005325565,-0.0003527496,0.0027112938,0.0047915783,0.0019990169,0.0008006075,0.0061346786,0.0020343196,-0.0021489477,0.001062589,0.0030188784,-0.0032514408,0.0013134992,0.0020518862,0.0010816143,0.00068163686,-0.0014088531,0.0015821974,0.004325295,0.0013836343,0.0028415304,-0.0034767995,-0.0017497251,-0.00087965187,9.4070565e-06,-0.0025694817,-0.0018311739,-0.0035476857,0.0038129594,0.00014352612,0.0011940747,-0.0025215803,0.012275703,0.0045666136,0.0057055256,-0.0017826059,-0.00033934694,-0.0006018793,0.0030846247,0.0030219574,-0.00086745154,-0.001796145,-0.0011614272,0.0014247969,-0.0037153596,0.0042252718,-0.0071787285
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,0.0051331846,0.001751041,-0.0043509947,0.0033771587,-0.0049189124,-0.0013152434,-0.001964828,-0.0023707508,0.00013181474,0.00047551468,0.00079522096,-0.003084652,0.0021041278,0.00013279915,0.003559934,0.00267102,-0.0014018165,6.578304e-05,0.00086354185,0.0043875733,-0.00047276728,0.0005394872,-0.00036779768,0.005872042,-0.00076031685,0.0014748699,-0.001524615,0.00086287875,-0.004845662,0.0023548938,0.0017555119,0.0036103642,-0.0036517372,0.0021629022,-0.00091361813,-0.0003935229,-0.0031005796,0.0060104206,-0.00012656115,0.0023967642,-0.0024634106,-0.0036634635,-0.003971976,0.0006272048,-0.00080805086,0.0031277742,0.0018452406,0.0023957752,-0.01102265,0.011647504,0.0027665636,-0.0008361961,-0.00043999427,-0.0026752297,0.00043373276,-0.00578763,0.0060730036,0.0010337303,0.0038185678,0.0016441606,0.0017813025,-0.0022621201,0.0044844244,-0.008568828
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,0.00431157,0.0021572728,-0.0036515929,0.0051770364,-0.0067395736,-0.0020706754,-0.0021524355,-0.0038554212,0.000110707246,0.00022488087,0.0008269828,-0.0021791065,0.0017019212,-0.0001106821,0.0029397495,0.002731122,-0.002790541,0.0008094758,0.0016409801,0.0033656359,-0.0003909357,0.0012702607,0.00030998723,0.005670231,0.001880182,0.0023992625,-0.0012242292,0.0016158968,-0.00477181,-7.660873e-05,2.3457687e-05,0.004317535,-0.003617799,0.0019158083,0.00027547334,-0.0024904553,-0.0028241538,0.0043244753,-5.5006705e-05,0.004237742,-0.003519619,-0.004449012,-0.003160744,0.0018254537,0.0002354933,0.0038724784,0.0008150488,0.0016641058,-0.011883456,0.011357912,0.004071856,-0.003836983,-0.00068517076,-0.0025409777,-0.0004809592,-0.004672727,0.00825135,0.0012535225,0.0023513585,0.0012042988,0.00017420948,-0.003550386,0.0027977284,-0.009251803
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.0023543136,0.0060117785,-0.0026010796,0.0020025629,0.0002084542,0.0015991444,-0.0013161451,-0.0032135549,-0.0032964582,0.0004239846,0.0018547587,-0.0018218439,0.005597068,-0.0016415007,0.0013471656,0.0009311661,0.001585423,0.0019816533,0.00069847796,0.0037589222,0.002963231,0.0052456427,0.00047957036,0.0077248346,-0.0002457872,-0.0016036127,-0.0002348763,0.0012639323,7.353909e-05,0.00072487537,0.0023125357,0.0022233184,-0.00013324991,-0.00015425542,-0.0024624642,0.0051214136,0.0010339171,0.003344575,-0.003773597,-0.0022913301,-0.004522714,-0.0007365227,-0.0031635938,-0.0023822784,0.001664638,0.0013593109,0.0027527139,-0.0015553385,-0.0023639794,0.010291143,0.003609702,0.004762882,6.319303e-05,-0.0012849076,-4.3164007e-05,0.00080335885,0.0016562473,0.0024322649,0.0019662157,-0.0021174857,0.0012280196,-0.0010372493,0.0007731877,-0.008561309
O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],-0.0012440737,0.002865035,-0.0008434551,0.0010022274,0.0005212575,0.0010693723,-0.0017073294,-0.0011430737,-0.0038795015,-0.0022550058,-0.004874807,0.0013214084,0.0042611193,-0.0014987253,-0.0009428505,0.0017464831,0.0024713585,0.0021500122,-0.0008863723,0.0011398066,0.0017616851,0.0017398391,0.00035681226,0.004385287,0.0019137766,-0.0005684034,-0.0019641274,0.004467423,0.0012919158,-0.0017947098,-0.00062205875,0.0034665018,-0.0011447533,-0.0010739272,0.00033844227,0.006598916,-0.00099314,0.0011898894,-0.0013498832,-0.0024499698,0.00083912443,0.0002986351,-0.0012859553,-0.0037861802,0.00044048112,0.0023609046,-0.001335064,0.00055566244,-0.00017704675,0.011934427,-2.1184795e-05,0.005472345,-0.00015217578,-0.0023115026,-0.0012870203,0.0007384154,0.0014501344,-0.0009012697,-0.0038209632,0.00034347083,0.00047146762,-0.0027031554,0.0026299637,-0.0073855733
CC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0020259349,0.0053052194,-0.0021129875,0.0026952233,0.0025587957,3.1335047e-05,-0.00436519,-0.002427224,-0.0018655919,-0.00014249329,-0.0017516017,-0.0013502606,0.0045564715,-0.0011832435,4.291907e-05,0.00070197694,0.0025288258,0.0048656464,0.0007275883,0.0034399924,0.0034529706,0.0020587388,0.0003347064,0.007151437,0.0029813107,-0.0026848535,0.00043656386,0.0017730538,-0.0024320874,0.0012982115,0.0023067896,0.0024336576,-0.0006261468,-0.00084038964,-0.00140119,0.0028848033,0.00029748678,0.003757069,-0.003737649,0.0006057061,-0.0027065426,-0.0009874825,-0.0023099799,-0.0018656775,-0.0024520103,0.004416759,0.0009070225,-0.001031233,-0.000989588,0.011371295,0.0040908474,0.004493113,-0.00012291642,-0.00044389348,-0.0005998574,0.0027851337,0.003059933,-0.00030966522,0.00094109774,-0.0013135215,0.0014536972,-0.003937468,0.0041586496,-0.006609885
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,0.00077431183,0.0051543284,-0.0022896845,0.0011467473,0.0029625613,9.746512e-05,-0.0031948918,-0.0015049366,-0.0019436916,-0.002508385,-0.0021890402,-0.0003433153,0.0039431676,-0.0014879443,-0.0007083174,0.0002975557,0.002891926,0.004405204,4.897546e-05,0.0021696487,0.0030314624,0.0019083917,-0.00051420275,0.0048674494,0.002960872,-0.0026114967,-0.00070124376,0.0036798427,-0.0024207681,9.5666386e-05,0.0014485968,0.0026097521,-0.00024883635,-9.174412e-05,-0.00073635206,0.0032418892,-0.00048914924,0.001684566,-0.004687203,0.0006420063,-0.0019211378,2.0131702e-05,-0.0018787719,-0.001078289,-0.0032910407,0.0041264305,-0.0005840827,-0.00097525865,-0.0011847857,0.013244597,0.0035598911,0.0039791013,-0.000582275,-0.00055916794,-3.7558377e-05,0.0041115745,0.0028306749,-0.0008079908,0.00033542328,-0.0011076694,0.00093557173,-0.0020266818,0.0046283463,-0.008095205
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,0.0040590735,0.004299829,-0.0056107063,0.0010382636,0.002142107,0.0015254582,-0.0014903601,-0.00089295383,-0.0015224367,0.00091122836,-0.00026241317,-0.003179018,0.0025097504,-0.0033232588,0.001803536,0.0014602728,0.0009922218,0.0012927372,-5.5378303e-05,0.00220411,-0.00045836903,0.003864171,-0.00081504905,0.005394155,-0.0020695198,-0.0023088926,-0.0006617405,0.0033775321,-0.001170544,0.00053283013,0.0031198757,0.0020444226,-0.0013747658,-0.002000744,-0.0007235829,0.004385518,0.0008170549,0.0040368084,-0.0021485286,-0.0014133481,-0.0037740832,-0.0007757009,-0.0013824729,-0.001610022,0.0017031902,0.0026985835,0.0025268877,-0.001982214,-0.005298268,0.010190301,0.0022722008,0.0042144298,-0.0013307468,-0.0025264751,0.00079322886,-0.0022710043,0.00092111155,4.4125132e-05,0.005756879,-0.0039526755,0.000112010166,-0.0005699992,0.0031069359,-0.0066427067
C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,0.0028257342,0.0044051837,-0.0056062425,0.0020243125,-0.0028534122,-0.00015382248,-0.0024848348,-0.0031294595,-0.0014951546,0.0022505485,-0.0020296797,-0.0015655588,0.0007388722,-0.004320815,0.00219273,0.0028670821,-0.0005943831,0.0032123309,0.00030377973,0.0013436428,-0.0013853703,0.0009751357,-0.00027998164,0.0072553214,-0.003000889,-0.0034430332,-0.0014619275,0.002195865,-0.001669893,0.00070123933,0.0029287657,0.0024847016,-0.0028076805,-0.001230571,-0.00058973767,0.0023257677,0.0009033121,0.0025631683,-3.5718083e-05,0.0021245806,-0.0031368332,-0.0016823054,-0.0023971014,-0.0008498877,-0.0011757237,0.0032316688,0.001425473,0.0011554882,-0.004910887,0.011399944,0.004584955,0.0029439419,-0.0013463828,-0.0035221288,-0.00089929625,-0.0052792784,-0.0002087988,0.00056804763,0.002486363,-0.0027211336,0.0009846673,-0.00027414132,0.0037624324,-0.005839537
